session_id,avg_latency,avg_jitter,iat_variance,packet_loss,seq_gap_rate,codec_mismatch,label
163.0,0.012014,0.006357,0.00014764,0.0,0.0,0.0,0
164.0,0.013033,0.003919,4.415e-05,0.0,0.0,0.0,0
165.0,0.01217,0.003684,1.809e-05,0.0,0.0,0.0,0
166.0,0.014518,0.008469,0.00018746,0.0,0.0,0.0,0
167.0,0.015636,0.011665,0.00022311,0.0,0.0,0.0,0
168.0,0.011598,0.004177,2.31e-05,0.0,0.0,0.0,0
169.0,0.017106,0.01361,0.00042392,0.0,0.0,0.0,0
170.0,0.01135,0.003987,1.586e-05,0.0,0.0,0.0,0
171.0,0.011341,0.003702,1.772e-05,0.0167,0.0172,0.0,0
172.0,0.012452,0.004534,6.268e-05,0.0,0.0,0.0,0
173.0,0.013469,0.00893,0.00012099,0.0,0.0,0.0,0
174.0,0.012441,0.006166,5.549e-05,0.0,0.0,0.0,0
175.0,0.016474,0.007554,0.00025233,0.0,0.0,0.0,0
176.0,0.011052,0.004814,2.033e-05,0.0,0.0,0.0,0
177.0,0.012122,0.004069,4.278e-05,0.0,0.0,0.0,0
178.0,0.012129,0.003657,2.176e-05,0.0,0.0,0.0,0
179.0,0.01825,0.010252,0.00035294,0.0,0.0,0.0,0
180.0,0.010879,0.005611,3.227e-05,0.0,0.0,0.0,0
181.0,0.014089,0.005911,5.054e-05,0.0,0.0,0.5,0
182.0,0.012721,0.006015,0.00011867,0.0,0.0,0.0,0
183.0,0.016646,0.013341,0.00046356,0.0,0.0,0.0,0
184.0,0.011322,0.004267,2.181e-05,0.0,0.0,0.0,0
185.0,0.01143,0.003733,2.427e-05,0.0,0.0,0.0,0
186.0,0.018403,0.018353,0.00042496,0.0,0.0,0.0,0
187.0,0.016919,0.00827,0.00069408,0.0,0.0,0.0,0
188.0,0.011785,0.004799,4.261e-05,0.0,0.0,0.0,0
189.0,0.012627,0.005352,3.695e-05,0.0167,0.0172,0.0,0
190.0,0.015545,0.006962,8.506e-05,0.0,0.0,0.0,0
191.0,0.015809,0.007831,0.00070564,0.0,0.0,0.0,0
192.0,0.011132,0.003109,1.631e-05,0.0,0.0,0.5,0
193.0,0.017714,0.009912,0.00052121,0.0,0.0,0.0,0
194.0,0.011406,0.002551,8.92e-06,0.0,0.0,0.0,0
195.0,0.011177,0.002306,1.161e-05,0.0,0.0,0.0,0
196.0,0.012693,0.0043,2.617e-05,0.0,0.0,0.0,0
197.0,0.011432,0.003588,3.262e-05,0.0,0.0,0.0,0
198.0,0.015144,0.009114,0.00050451,0.0,0.0,0.0,0
199.0,0.014608,0.005159,0.00042661,0.0,0.0,0.0,0
200.0,0.016628,0.011976,0.00050702,0.0167,0.0172,0.0,0
201.0,0.017516,0.006606,0.00035836,0.0,0.0,0.0,0
202.0,0.018375,0.009744,0.00085186,0.0167,0.0172,0.0,0
203.0,0.011689,0.005736,3.858e-05,0.0,0.0,0.0,0
204.0,0.012151,0.004705,5.46e-05,0.0167,0.0172,0.0,0
205.0,0.016818,0.006672,0.0003612,0.0,0.0,0.0,0
206.0,0.015036,0.013172,0.00062998,0.0,0.0,0.0,0
207.0,0.011447,0.003722,1.63e-05,0.0167,0.0172,0.0,0
208.0,0.013065,0.003309,3.47e-05,0.0,0.0,0.0,0
209.0,0.013909,0.004824,0.00025193,0.0,0.0,0.0,0
210.0,0.019948,0.008975,0.00047122,0.0,0.0,0.0,0
211.0,0.015141,0.008633,0.00039684,0.0,0.0,0.0,0
212.0,0.014037,0.005506,7.286e-05,0.0167,0.0172,0.0,0
213.0,0.011667,0.005077,4.281e-05,0.0,0.0,0.0,0
214.0,0.010968,0.002541,1.171e-05,0.0,0.0,0.0,0
215.0,0.013516,0.003381,0.00022155,0.0,0.0,0.0,0
216.0,0.015797,0.01129,0.00017522,0.0167,0.0172,0.0,0
217.0,0.016436,0.013124,0.00023739,0.0,0.0,0.0,0
218.0,0.014003,0.004347,0.0001516,0.0,0.0,0.0,0
219.0,0.012641,0.004586,4.878e-05,0.0,0.0,0.0,0
220.0,0.011349,0.004799,2.801e-05,0.0,0.0,0.0,0
221.0,0.013045,0.008701,9.825e-05,0.0,0.0,0.0,0
222.0,0.01293,0.005903,5.545e-05,0.0167,0.0172,0.0,0
223.0,0.017658,0.012194,0.00139229,0.0,0.0,0.0,0
224.0,0.011007,0.004135,2.397e-05,0.0,0.0,0.0,0
225.0,0.01089,0.002649,1.117e-05,0.0,0.0,0.0,0
226.0,0.012969,0.007708,5.989e-05,0.0,0.0,0.0,0
227.0,0.012882,0.00366,0.0001348,0.0,0.0,0.0,0
228.0,0.015629,0.012415,0.00024368,0.0,0.0,0.0,0
229.0,0.014897,0.010356,0.00051337,0.0,0.0,0.0,0
230.0,0.012519,0.005104,2.442e-05,0.0,0.0,0.0,0
231.0,0.013818,0.003939,0.00010143,0.0,0.0,0.0,0
232.0,0.011638,0.005154,5.421e-05,0.0,0.0,0.0,0
233.0,0.012148,0.002978,3.882e-05,0.0,0.0,0.0,0
234.0,0.018381,0.017931,0.0006287,0.0,0.0,0.0,0
235.0,0.019552,0.007422,0.0008459,0.0,0.0,0.0,0
236.0,0.015118,0.00648,0.00017016,0.0,0.0,0.0,0
237.0,0.011923,0.006208,6.747e-05,0.0,0.0,0.0,0
238.0,0.013805,0.008501,0.00019294,0.0,0.0,0.5,0
239.0,0.010822,0.003503,1.49e-05,0.0,0.0,0.0,0
240.0,0.01098,0.003357,2.347e-05,0.0,0.0,0.0,0
241.0,0.017484,0.009306,0.00045077,0.0167,0.0172,0.0,0
242.0,0.016111,0.003248,0.00103247,0.0,0.0,0.0,0
243.0,0.013195,0.005289,4.379e-05,0.0,0.0,0.0,0
244.0,0.014107,0.005022,0.00016373,0.0,0.0,0.0,0
245.0,0.012206,0.007131,7.342e-05,0.0,0.0,0.0,0
246.0,0.013739,0.005253,4.991e-05,0.0,0.0,0.0,0
247.0,0.014032,0.007609,6.576e-05,0.0,0.0,0.0,0
248.0,0.0128,0.004747,6.516e-05,0.0,0.0,0.0,0
249.0,0.01162,0.002811,1.668e-05,0.0,0.0,0.0,0
250.0,0.012724,0.003193,0.00010159,0.0167,0.0172,0.0,0
251.0,0.016498,0.005927,0.00068843,0.0,0.0,0.0,0
252.0,0.012991,0.004258,3.056e-05,0.0167,0.0172,0.0,0
253.0,0.01243,0.003789,4.531e-05,0.0,0.0,0.0,0
254.0,0.011114,0.004364,7.176e-05,0.0,0.0,0.0,0
255.0,0.015427,0.005614,0.00012253,0.0167,0.0172,0.0,0
256.0,0.012879,0.007031,0.00014826,0.0167,0.0172,0.0,0
257.0,0.012706,0.004561,6.386e-05,0.0,0.0,0.0,0
258.0,0.013796,0.00463,4.079e-05,0.0,0.0,0.0,0
259.0,0.013942,0.009426,0.00031431,0.0,0.0,0.0,0
260.0,0.012359,0.003969,9.301e-05,0.0,0.0,0.0,0
261.0,0.011384,0.002005,9.58e-06,0.0,0.0,0.0,0
262.0,0.013015,0.006345,0.00029903,0.0,0.0,0.0,0
263.0,0.012817,0.006037,5.654e-05,0.0,0.0,0.0,0
264.0,0.017048,0.010163,0.0001998,0.0,0.0,0.0,0
265.0,0.01188,0.004041,4.107e-05,0.0,0.0,0.0,0
266.0,0.010453,0.002977,1.678e-05,0.0,0.0,0.0,0
267.0,0.013346,0.007643,9.452e-05,0.0,0.0,0.0,0
268.0,0.012121,0.003879,1.363e-05,0.0,0.0,0.0,0
269.0,0.015727,0.004715,0.00025643,0.0,0.0,0.0,0
270.0,0.012049,0.003325,7.308e-05,0.0,0.0,0.0,0
271.0,0.013477,0.004473,0.00018412,0.0,0.0,0.0,0
272.0,0.012362,0.003392,2.126e-05,0.0,0.0,0.0,0
273.0,0.01444,0.007119,9.367e-05,0.0167,0.0172,0.0,0
274.0,0.014365,0.00465,6.998e-05,0.0,0.0,0.0,0
275.0,0.016119,0.010526,0.00018502,0.0,0.0,0.0,0
276.0,0.011389,0.003162,2.101e-05,0.0,0.0,0.0,0
277.0,0.012671,0.003461,2.188e-05,0.0,0.0,0.0,0
278.0,0.013213,0.00488,3.19e-05,0.0,0.0,0.0,0
279.0,0.012139,0.004948,7.409e-05,0.0,0.0,0.0,0
280.0,0.011157,0.003677,3.037e-05,0.0,0.0,0.0,0
281.0,0.017866,0.007075,0.00041516,0.0,0.0,0.0,0
282.0,0.015954,0.009126,0.00029271,0.0167,0.0172,0.0,0
283.0,0.013837,0.004864,3.566e-05,0.0167,0.0172,0.0,0
284.0,0.012805,0.005855,4.057e-05,0.0,0.0,0.0,0
285.0,0.010666,0.003546,1.35e-05,0.0,0.0,0.0,0
286.0,0.018569,0.007386,0.00102703,0.0,0.0,0.0,0
287.0,0.012982,0.004618,4.939e-05,0.0167,0.0172,0.0,0
288.0,0.013281,0.005503,0.00010856,0.0,0.0,0.0,0
289.0,0.010074,0.002968,1.632e-05,0.0,0.0,0.0,0
290.0,0.015341,0.007748,0.00038805,0.0,0.0,0.0,0
291.0,0.012329,0.006433,4.608e-05,0.0,0.0,0.0,0
292.0,0.014641,0.005946,5.271e-05,0.0167,0.0172,0.0,0
293.0,0.01466,0.011391,0.00048171,0.0167,0.0172,0.0,0
294.0,0.015579,0.013477,0.00038499,0.0,0.0,0.0,0
295.0,0.012358,0.006546,3.832e-05,0.0,0.0,0.0,0
296.0,0.013828,0.006583,6.704e-05,0.0167,0.0172,0.0,0
297.0,0.011027,0.004709,2.831e-05,0.0,0.0,0.0,0
298.0,0.014112,0.008462,0.0001803,0.0,0.0,0.0,0
299.0,0.011696,0.005784,4.578e-05,0.0,0.0,0.0,0
300.0,0.014175,0.006342,6.825e-05,0.0,0.0,0.0,0
301.0,0.011083,0.003412,1.486e-05,0.0,0.0,0.0,0
302.0,0.010329,0.002913,1.683e-05,0.0,0.0,0.0,0
303.0,0.014566,0.009762,0.0003317,0.0,0.0,0.0,0
304.0,0.013055,0.00473,3.163e-05,0.0,0.0,0.0,0
305.0,0.012402,0.003786,1.497e-05,0.0,0.0,0.0,0
306.0,0.01214,0.005157,3.429e-05,0.0167,0.0172,0.0,0
307.0,0.012305,0.003965,1.925e-05,0.0167,0.0172,0.0,0
308.0,0.011327,0.003039,2.46e-05,0.0167,0.0172,0.0,0
309.0,0.016864,0.008684,0.00041058,0.0,0.0,0.0,0
310.0,0.01294,0.004524,5.998e-05,0.0,0.0,0.0,0
311.0,0.019106,0.007172,0.00138517,0.0,0.0,0.0,0
312.0,0.011706,0.003166,6.57e-05,0.0,0.0,0.0,0
313.0,0.010838,0.004275,2.674e-05,0.0167,0.0172,0.0,0
314.0,0.013922,0.007475,0.00017075,0.0167,0.0172,0.0,0
315.0,0.014325,0.008395,0.0001535,0.0,0.0,0.0,0
316.0,0.021924,0.026454,0.0003488,0.0,0.0,0.0,0
317.0,0.018528,0.004783,0.00028724,0.0,0.0,0.0,0
318.0,0.014571,0.007158,5.695e-05,0.0167,0.0172,0.0,0
319.0,0.012555,0.006707,0.00019143,0.0167,0.0172,0.0,0
320.0,0.011431,0.002992,1.602e-05,0.0,0.0,0.0,0
321.0,0.013511,0.006744,7.37e-05,0.0167,0.0172,0.0,0
322.0,0.011801,0.003806,3.004e-05,0.0,0.0,0.0,0
323.0,0.013887,0.007114,5.367e-05,0.0167,0.0172,0.0,0
324.0,0.01247,0.004505,2.295e-05,0.0,0.0,0.0,0
325.0,0.012822,0.004293,3.137e-05,0.0,0.0,0.0,0
326.0,0.011435,0.004349,3.081e-05,0.0,0.0,0.0,0
327.0,0.014607,0.009588,0.00029705,0.0,0.0,0.0,0
328.0,0.012026,0.003937,2.498e-05,0.0167,0.0172,0.0,0
329.0,0.013213,0.005484,5.106e-05,0.0,0.0,0.0,0
330.0,0.013593,0.007434,9.772e-05,0.0167,0.0172,0.0,0
331.0,0.013132,0.007444,6.48e-05,0.0,0.0,0.0,0
332.0,0.017862,0.010045,0.00026354,0.0,0.0,0.0,0
333.0,0.019467,0.007549,0.00066416,0.0,0.0,0.0,0
334.0,0.01235,0.004026,3.19e-05,0.0,0.0,0.0,0
335.0,0.01222,0.003194,1.805e-05,0.0,0.0,0.0,0
336.0,0.0137,0.006263,0.00015458,0.0,0.0,0.0,0
337.0,0.012483,0.003141,4.725e-05,0.0,0.0,0.0,0
338.0,0.018667,0.004422,0.00221935,0.0167,0.0172,0.0,0
339.0,0.011288,0.003051,2.349e-05,0.0,0.0,0.0,0
340.0,0.018517,0.007979,0.00146717,0.0,0.0,0.0,0
341.0,0.015747,0.009946,0.00036789,0.0,0.0,0.0,0
342.0,0.015882,0.019827,0.00070901,0.0,0.0,0.0,0
343.0,0.01642,0.004836,0.00062889,0.0,0.0,0.0,0
344.0,0.011016,0.00326,1.223e-05,0.0,0.0,0.0,0
345.0,0.012812,0.004463,4.361e-05,0.0,0.0,0.0,0
346.0,0.011935,0.003797,6.059e-05,0.0,0.0,0.5,0
347.0,0.01198,0.002978,1.541e-05,0.0,0.0,0.0,0
348.0,0.019495,0.007431,0.00106444,0.0,0.0,0.0,0
349.0,0.01461,0.004486,0.00014498,0.0167,0.0172,0.0,0
350.0,0.010582,0.003289,1.84e-05,0.0,0.0,0.0,0
351.0,0.012196,0.004156,5.337e-05,0.0,0.0,0.0,0
352.0,0.01316,0.004238,5.775e-05,0.0,0.0,0.0,0
353.0,0.016336,0.010163,0.00014602,0.0,0.0,0.0,0
354.0,0.014526,0.006222,0.00017284,0.0,0.0,0.0,0
355.0,0.01633,0.004634,0.00054555,0.0,0.0,0.0,0
356.0,0.015199,0.007342,0.00014007,0.0,0.0,0.5,0
357.0,0.011398,0.002985,1.568e-05,0.0,0.0,0.0,0
358.0,0.012616,0.004349,2.768e-05,0.0,0.0,0.0,0
359.0,0.011004,0.004169,4.344e-05,0.0,0.0,0.0,0
360.0,0.013137,0.005555,0.00015109,0.0,0.0,0.0,0
361.0,0.015093,0.009014,0.00025171,0.0,0.0,0.0,0
362.0,0.01194,0.005281,2.518e-05,0.0167,0.0172,0.0,0
363.0,0.013973,0.004486,0.00012127,0.0167,0.0172,0.0,0
364.0,0.011762,0.004817,2.135e-05,0.0,0.0,0.0,0
365.0,0.016596,0.00532,0.00054373,0.0167,0.0172,0.0,0
366.0,0.011662,0.002879,1.753e-05,0.0,0.0,0.0,0
367.0,0.012589,0.003674,2.641e-05,0.0,0.0,0.0,0
368.0,0.011555,0.003403,3.159e-05,0.0,0.0,0.0,0
369.0,0.010738,0.003906,1.95e-05,0.0,0.0,0.0,0
370.0,0.026116,0.007026,0.01075544,0.0,0.0,0.0,0
371.0,0.012103,0.002801,1.694e-05,0.0,0.0,0.0,0
372.0,0.013036,0.006694,0.00019643,0.0,0.0,0.0,0
373.0,0.017778,0.014794,0.00197834,0.0167,0.0172,0.0,0
374.0,0.011724,0.004538,3.837e-05,0.0,0.0,0.0,0
375.0,0.011573,0.004588,2.946e-05,0.0,0.0,0.0,0
376.0,0.015705,0.006477,0.00019363,0.0167,0.0172,0.0,0
377.0,0.01182,0.00362,2.804e-05,0.0,0.0,0.0,0
378.0,0.011438,0.00306,1.535e-05,0.0,0.0,0.0,0
379.0,0.013428,0.005538,6.764e-05,0.0,0.0,0.0,0
380.0,0.01081,0.003923,2.811e-05,0.0,0.0,0.0,0
381.0,0.010602,0.003384,2.357e-05,0.0,0.0,0.0,0
382.0,0.013434,0.003852,4.102e-05,0.0,0.0,0.0,0
383.0,0.013275,0.004406,0.00025691,0.0,0.0,0.0,0
384.0,0.012218,0.003662,3.45e-05,0.0,0.0,0.0,0
385.0,0.012603,0.004223,0.00011706,0.0,0.0,0.0,0
386.0,0.01132,0.003326,1.39e-05,0.0,0.0,0.0,0
387.0,0.01081,0.003578,1.864e-05,0.0,0.0,0.0,0
388.0,0.0116,0.005533,4.124e-05,0.0,0.0,0.0,0
389.0,0.01615,0.005508,0.00029559,0.0167,0.0172,0.0,0
390.0,0.013249,0.003648,5.864e-05,0.0167,0.0172,0.0,0
391.0,0.013039,0.004202,0.00014948,0.0,0.0,0.0,0
392.0,0.017234,0.009994,0.00038706,0.0333,0.0351,0.0,0
393.0,0.014157,0.008121,0.00015012,0.0,0.0,0.0,0
394.0,0.011433,0.003887,2.024e-05,0.0,0.0,0.0,0
395.0,0.01418,0.005118,0.00030722,0.0167,0.0172,0.0,0
396.0,0.013355,0.005077,8.151e-05,0.0,0.0,0.0,0
397.0,0.015909,0.008697,0.00047491,0.0,0.0,0.0,0
398.0,0.01205,0.004768,7.8e-05,0.0167,0.0172,0.0,0
